Min0,Min1,Min2,Min3,Min4,Max0,Max1,Max2,Max3,Max4,Mean0,Mean1,Mean2,Mean3,Mean4,Std0,Std1,Std2,Std3,Std4,Range0,Range1,Range2,Range3,Range4,Peaksen0peak0,Peaksen0peak1,Peaksen1peak0,Peaksen1peak1,Peaksen2peak0,Peaksen2peak1,Peaksen3peak0,Peaksen3peak1,Peaksen4peak0,Peaksen4peak1,Avg_mpu1,Avg_mpu2,Std_mpu1,Std_mpu2,Type_of_contact
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,151.9,-65.8,981.2,1037.3,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,1,0,0,0,0,96,-132.2,524.5,394.3,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.2,-123.8,121.9,92.7,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,1,1,1,2,0,0,1,1,60.8,-145.6,48.7,21.4,squeeze
0.6,0.5,0.6,0.5,0.7,0.7,0.5,0.6,0.5,0.8,0.7,0.5,0.6,0.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4,-145.6,3.4,3.2,choke
1.4,0.7,0.7,0.2,0.6,1.5,0.7,0.8,0.2,0.6,1.4,0.7,0.7,0.2,0.6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4,-148,6.6,5.8,choke
0.2,0.2,0.3,0.2,0.2,0.6,0.5,0.6,0.7,0.4,0.3,0.3,0.4,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.4,0.3,0.3,0.5,0.3,0,0,0,0,0,0,0,0,0,0,239,-101.7,57.8,98.2,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,-140.7,34.6,47.4,caress
0.6,0.5,0.6,0.4,0.4,0.6,0.6,0.6,0.4,0.6,0.6,0.6,0.6,0.4,0.5,0,0.1,0,0,0,0.1,0.1,0.1,0,0.1,1,0,0,0,0,1,0,1,0,1,43.8,-126.1,31.3,48.2,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,-147.4,2.4,2.1,touch
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62.8,-136.6,22.2,22.7,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,-201.2,365.1,517.4,shove
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.4,0.2,0.3,0.2,0.2,0.4,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,2,0,0,0,0,64.2,-137.5,23.5,12.1,hug
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0,0,0,1,1,2,0,0,0,1,0,2,0,58.5,-185.4,80.4,78.5,squeeze
0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,-146.8,81.1,41.1,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60.3,-148.5,60.3,74.7,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.2,-117.1,509.5,259,shove
0.4,0.3,0.4,0.3,0.2,0.4,0.3,0.4,0.3,0.2,0.4,0.3,0.4,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1,-144.6,3.6,2.8,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,73.1,-126.6,157.7,155.7,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,-187,472.7,488.8,shove
0.5,0.4,0.5,0.3,0.3,0.5,0.5,0.5,0.3,0.4,0.5,0.4,0.5,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.2,-147.8,14.1,6.1,hug
0.2,0.2,0.3,0.2,0.1,0.3,0.3,0.4,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0,0.1,2,1,2,1,2,1,0,0,1,0,72.8,-136.5,117.2,94.1,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,2,1,0,0,0,0,0,0,47.1,-210.4,23.6,105.4,squeeze
0.2,0.2,0.3,0,0.2,0.3,0.3,0.4,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0.1,0,0.1,0.1,0.1,0.2,0.1,0,2,1,1,1,1,2,0,1,1,57.8,-131.1,60.2,72.4,squeeze
0.3,0.3,0.4,0.2,0.2,0.5,0.3,0.5,0.2,0.3,0.4,0.3,0.4,0.2,0.3,0,0,0,0,0,0.1,0,0.1,0,0.1,0,1,1,0,0,0,0,0,0,0,55.1,-150.2,15.7,14.8,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9,-139.2,71,36.1,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,2,0,0,0,42.3,-158.8,104.9,108.1,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,-217.5,355.7,581.9,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71.1,-142.2,174.9,228.1,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,-175.6,34.5,25.6,touch
0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0.6,0.6,0.5,0.6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.6,-146.4,4.3,6.1,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7,-145.6,7.3,8.3,touch
0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,-137,35,20.5,hug
0.4,0.4,0.4,0.2,0.3,0.4,0.6,0.5,0.3,0.4,0.4,0.5,0.5,0.3,0.3,0,0.1,0,0,0,0.1,0.2,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,46.4,-152.3,51.7,41.8,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1,-162.9,84.5,50.6,hug
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0,0.1,0.1,1,1,1,2,1,1,1,1,1,2,53.3,-125.8,97.1,132.4,squeeze
0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.6,-142.4,14.9,16,hug
0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7,-161.5,11.6,17,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.6,-147.8,8.8,5.8,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4,-150.6,1.7,2.4,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,-144.5,8.4,8.5,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9,-181.1,71.5,87.5,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.2,-157.3,39.4,33.9,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-257.7,-601.8,862.1,1146.8,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6,-112,113.4,59.5,caress
0.4,0.4,0.3,0.2,0.4,0.5,0.5,0.4,0.5,0.4,0.4,0.5,0.4,0.3,0.4,0,0,0,0.1,0,0.1,0.1,0.1,0.2,0.1,0,0,1,0,1,0,0,0,0,0,6.7,-154.5,162.1,83,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8,-149.6,32.4,55.3,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-145.7,9.6,10.8,touch
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0.1,0.1,0,0.1,2,0,2,0,2,1,0,0,2,1,45.2,-141.9,59.8,53.4,squeeze
0.6,0.6,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.1,-146.1,1.9,3.7,choke
0.3,0.2,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0.3,0.3,0.4,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3,-132,31,24.2,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,11.5,683.5,594.9,shove
0.2,0.4,0.3,0.3,0.2,0.5,0.5,0.4,0.5,0.4,0.3,0.4,0.3,0.3,0.3,0.1,0,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.2,0,0,0,0,0,0,0,0,0,0,37.5,-171.2,23.4,63.7,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,-150.8,25.3,31.2,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,45.7,-157.3,38.9,41.6,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.7,-141.5,15.4,35,caress
0.3,0.2,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.4,0.3,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6,-154.2,7,7.6,hug
0.7,0.6,0.4,0.5,0.4,0.8,0.6,0.5,0.6,0.5,0.7,0.6,0.5,0.6,0.5,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,58,-138,14.3,23.7,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,2,1,1,0,0,0,2,1,62.3,-124.9,58.4,111.5,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,-66.3,478.3,635.3,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.8,-125.1,76.8,66.7,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,-156.7,50.5,27.8,touch
0.6,0.3,0.6,0.5,0.5,0.8,0.4,0.7,0.5,0.7,0.7,0.4,0.7,0.5,0.6,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,2,0,1,0,1,0,1,0,1,0,8.3,-161,112.5,82.7,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,54.8,-157,126.2,32.9,squeeze
0.4,0.6,0.5,0.3,0.3,0.5,0.6,0.5,0.3,0.4,0.5,0.6,0.5,0.3,0.4,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,1,0,1,0,0,0,56.6,-154.8,9.6,26.4,choke
0.6,0.5,0.6,0.3,0.5,0.6,0.6,0.7,0.4,0.6,0.6,0.5,0.7,0.3,0.5,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,1,1,0,1,1,1,1,0,1,0,-47.2,-187.2,163.8,48.9,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0,0,1,0,0,0,2,0,1,0,0,86.1,-142.9,107.8,119.6,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,-179.7,45,118.9,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5,-146,21.8,8.5,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,67.7,-156.6,55.3,49.6,squeeze
0.7,0.5,0.5,0.7,0.6,0.8,0.6,0.6,0.9,0.7,0.7,0.6,0.5,0.8,0.6,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,2,0,47.4,-149.3,8,12.9,choke
0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,-145.1,4.7,5.4,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.7,-149.4,82.3,459.1,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,-141.5,24.7,15.4,touch
0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.4,0.4,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,-154.8,22.8,16.7,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2,-137.4,25.4,43.4,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.8,-147.2,461,724.5,shove
0.2,0.2,0.3,0,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.1,0.2,0,0,0,0.1,0,0.1,0.1,0,0.2,0.1,1,0,2,1,1,0,1,1,2,0,47.7,-134.7,146.6,130.4,squeeze
0.6,0.6,0.6,0.9,0.5,0.8,0.7,0.7,1.1,0.6,0.8,0.6,0.7,1,0.6,0,0,0,0.1,0,0.2,0.1,0.1,0.2,0.1,0,0,0,0,0,0,1,0,0,0,63.7,-138.6,30.2,24.1,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,-171.3,453.5,245.3,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7,-141.5,12.6,17.6,touch
0.4,0.3,0.4,0.2,0.3,0.4,0.3,0.4,0.2,0.3,0.4,0.3,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8,-147.5,6.5,2.7,hug
0.7,0.6,0.4,0.6,0.4,0.8,0.6,0.5,0.7,0.5,0.7,0.6,0.5,0.6,0.5,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,49,-147.9,9.1,4.7,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8,-152.9,14.2,12,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.8,-145,26.1,26.4,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.1,-155.1,86.5,73.8,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59.2,-140,60.3,51.6,touch
0.5,0.5,0.7,0.5,0.6,0.6,0.7,0.8,0.5,0.6,0.6,0.6,0.7,0.5,0.6,0,0.1,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,1,0,0,0,45.2,-129.6,131.6,201,choke
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,85.7,-164.7,913.2,911.6,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8,-158.7,72.7,161.6,caress
0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3,-148.1,5.1,5.2,hug
0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.5,0.3,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0.1,0,0,0.1,0.1,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,60.3,-144.5,1.7,1,hug
0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.4,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4,-144.5,3.9,3,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0.1,0,0,0,0,1,1,1,1,0,0,0,0,31.3,-154.1,308.8,145.4,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7,-131.1,45.8,87.6,caress
0.2,0.2,0.3,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0.1,0,0,0,0.1,1,1,1,0,0,0,0,0,2,0,39.4,-156.5,71.7,82.8,squeeze
0.5,0.4,0.6,0.7,0.5,0.7,0.5,0.8,1,0.6,0.6,0.5,0.7,1,0.5,0.1,0,0.1,0.1,0,0.1,0.1,0.2,0.3,0.1,0,0,1,0,0,0,0,0,0,0,57.9,-142.9,7.7,20.4,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,155,609.9,921.9,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4,-148.3,17.1,11.4,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,-177.4,1000.5,1343.9,shove
0.6,0.6,0.6,0.7,0.5,0.6,0.6,0.7,0.8,0.5,0.6,0.6,0.7,0.8,0.5,0,0,0,0,0,0,0,0,0.1,0,0,0,1,0,0,0,0,1,0,1,39.1,-130.6,35.5,17.9,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,-157.9,29.7,26.3,caress
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6,-145.9,426,95.6,shove
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0.1,0,0,1,0,0,0,1,0,2,0,59.9,-122.3,93.9,64,squeeze
0.2,0.2,0.3,0.2,0.2,0.6,0.5,0.6,0.4,0.4,0.5,0.4,0.5,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.4,0.3,0.3,0.2,0.3,0,0,0,0,0,0,0,0,0,0,31.8,-107.1,58.3,67.9,choke
0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.4,0.3,0.2,0.3,0.3,0.4,0.2,0.2,0,0,0,0,0,0.1,0,0.1,0,0,1,0,0,0,0,1,0,0,0,0,38.4,-163.6,42.9,26.3,hug
1.1,0.8,0.7,0.5,0.7,1.4,0.8,0.8,0.5,0.8,1.2,0.8,0.8,0.5,0.8,0.1,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.5,-154.7,18,13.2,choke
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.2,-143.8,2.5,2,hug
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,57.7,-148.5,39.4,96.7,squeeze
0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.6,-155.2,8.4,9,touch
0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0,1,0,1,0,83.3,-144.4,82.2,42.4,squeeze
0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.3,-146.3,5,7.8,hug
